num_pages_with_shareholder_proposal,Filename,Date Filed,CIK,Form Type,Company Name,pattern_type,occurrence_begin,occurrence_end,diversity
18,edgar/data/1034054/0001193125-16-527462.txt,2016-04-01,1034054,DEF 14A,SBA COMMUNICATIONS CORP,Without resolved,proposal 5 a shareholder proposal to amend sba s proxy access bylaw the proposed revisions will more," july 31, 2015. our board of directors recommends a vote against the comptroller s repeated proposal",0
18,edgar/data/1034054/0001193125-16-527462.txt,2016-04-01,1034054,DEF 14A,SBA COMMUNICATIONS CORP,Without resolved,proposal 5 a shareholder proposal to amend sba s proxy access bylaw access bylaw with little effort.,"iver to our shareholders, the board of directors unanimously recommends a vote against this proposal",0
18,edgar/data/1034054/0001193125-16-527462.txt,2016-04-01,1034054,DEF 14A,SBA COMMUNICATIONS CORP,Without resolved,"proposal 1, proposal 2, proposal 3 and proposal 4 and against proposal 5. this proxy will revoke all",old and detach here h the board of directors recommends a vote for the director nominees in proposal,0
7,edgar/data/1041061/0001308179-16-000328.txt,2016-04-08,1041061,DEF 14A,YUM BRANDS INC,With resolved,"proposal. yum brands, inc. 2016 proxy statement 34 back to contents item 5shareholder proposal conce"," proposal our board of directors unanimously recommends that stockholders vote against this proposal",0
8,edgar/data/104169/0001308179-16-000359.txt,2016-04-20,104169,DEF 14A,WAL MART STORES INC,With resolved,proposal when making future decisions regarding executive compensation and when establishing our neo,ssion s compensation disclosure rules. the board recommends that shareholders vote for this proposal,0
8,edgar/data/104169/0001308179-16-000359.txt,2016-04-20,104169,DEF 14A,WAL MART STORES INC,With resolved,proposals for the reasons set forth in walmart s statements in opposition following each shareholder,ly change the way in which directors interact with management. we urge you to vote for this proposal,0
7,edgar/data/1047122/0001193125-16-557547.txt,2016-04-27,1047122,DEF 14A,RAYTHEON CO/,With resolved,"proposal item no. 5 on the proxy card jonathan kalodimos, 725 nw 29th street, corvallis, or 97330, b",d the substitution hypothesis.html the board recommends that shareholders vote against this proposal,0
7,edgar/data/1047122/0001193125-16-557547.txt,2016-04-27,1047122,DEF 14A,RAYTHEON CO/,With resolved,"proposal item no. 6 on the proxy card john chevedden, 2215 nelson avenue, no. 205, redondo beach, ca",ss proposal 6 62 table of contents the board recommends that shareholders vote against this proposal,0
9,edgar/data/1051512/0001047469-16-012153.txt,2016-04-13,1051512,DEF 14A,TELEPHONE & DATA SYSTEMS INC /DE/,With resolved,proposal and supporting statement have been included below verbatim as supplied by the shareholder a,osition to proposal 4 the tds board of directors unanimously recommends a vote against this proposal,0
11,edgar/data/1056943/0001104659-16-109285.txt,2016-04-01,1056943,DEF 14A,PEOPLES FINANCIAL SERVICES CORP.,With resolved,proposal for the reasons set forth following the proposal. the board disclaims any responsibility fo,ny s statement in opposition to proposal 4 the board recommends you vote against the wukich proposal,0
14,edgar/data/1070412/0001193125-16-526750.txt,2016-04-01,1070412,DEF 14A,CONSOL Energy Inc,With resolved,proposal must appear personally or by proxy at the meeting to move the proposal for consideration. a,ime to adopt a proxy access bylaw. the board recommends that shareholders vote against this proposal,0
14,edgar/data/1070412/0001193125-16-526750.txt,2016-04-01,1070412,DEF 14A,CONSOL Energy Inc,With resolved,"proposal for consideration. as required by sec rules, the resolution and supporting statement are pr"," in the form and manner requested by the proposal. the board recommends a vote against this proposal",0
8,edgar/data/108772/0001206774-16-005303.txt,2016-04-04,108772,DEF 14A,XEROX CORP,With resolved,"proposal 5 shareholder proposal relating to executive compensation metrics chevy chase trust, 7501 w",ders to implement the proposal for the following reasons and recommends a vote against this proposal,0
11,edgar/data/109380/0000109380-16-000364.txt,2016-04-14,109380,DEF 14A,ZIONS BANCORPORATION /UT/,Without resolved,proposal requesting that the board adopt a policy requiring that the chairman of the board be an ind,atedly rejected. for more information about the board s recommendation to vote against such proposal,0
11,edgar/data/109380/0000109380-16-000364.txt,2016-04-14,109380,DEF 14A,ZIONS BANCORPORATION /UT/,Without resolved,"proposalsproposal 1: nomination and election of directorsthe following 11 persons are nominated for ",for fiscal 2016.the affirmative vote of a majority of votes validly cast for or against the proposal,0
11,edgar/data/109380/0000109380-16-000364.txt,2016-04-14,109380,DEF 14A,ZIONS BANCORPORATION /UT/,Without resolved,proposal 3: advisory nonbinding vote regarding 2015 executive compensation say on pay we are require,ty of votes validly cast for or against the resolution will be required for approval of the proposal,0
11,edgar/data/109380/0000109380-16-000364.txt,2016-04-14,109380,DEF 14A,ZIONS BANCORPORATION /UT/,Without resolved,"proposal were adopted, the board would not be free to realize fully the substantial benefits that ar"," at the annual meeting, the board unanimously recommends that shareholders vote against the proposal",0
12,edgar/data/1099219/0001193125-16-555110.txt,2016-04-26,1099219,DEF 14A,METLIFE INC,With resolved,"proposal 4 advisory vote to approve the compensation paid to the company s named executive officers ","beginning on page 42. accordingly, the board of directors recommends that you vote for this proposal",0
12,edgar/data/1099219/0001193125-16-555110.txt,2016-04-26,1099219,DEF 14A,METLIFE INC,With resolved,"proposal to adopt shareholder right to act by written consent. shareholder proposal william steiner,",holder proposal and unanimously recommends a vote against it because: implementation of the proposal,0
8,edgar/data/1105705/0001193125-16-568986.txt,2016-04-29,1105705,DEF 14A,TIME WARNER INC.,With resolved,proposal 3: annual advisory vote to approve neo compensation proposal 3: annual advisory vote to app," majority of the votes duly cast by the holders of common stock is required to approve this proposal",0
11,edgar/data/1108426/0001108426-16-000174.txt,2016-04-05,1108426,DEF 14A,PNM RESOURCES INC,With resolved,proposals for the reasons set forth in each opposing statement.proposal 4: pnm to adopt quantitative,ated regulations.opposing statementthe board recommends that shareholders vote against this proposal,0
11,edgar/data/1108426/0001108426-16-000174.txt,2016-04-05,1108426,DEF 14A,PNM RESOURCES INC,With resolved,proposal.66proposal 5: adopt sustainability as a performance measure for executive compensation prop,f a better world.opposing statementthe board recommends that shareholders vote against this proposal,0
11,edgar/data/1108426/0001108426-16-000174.txt,2016-04-05,1108426,DEF 14A,PNM RESOURCES INC,With resolved,proposal.proposal 6: pnm to issue an annual sustainability report proposal 6 on your proxy card sust,tant esg issues.opposing statement the board recommends that shareholders vote against this proposal,1
10,edgar/data/1108827/0001108827-16-000064.txt,2016-04-01,1108827,DEF 14A,"QEP RESOURCES, INC.",Without resolved,proposal to amend the certificate of incorporation and bylaws to eliminate supermajority vote requir,e company s independent registered public accounting firm;4.for the approval of the company proposal,0
10,edgar/data/1108827/0001108827-16-000064.txt,2016-04-01,1108827,DEF 14A,"QEP RESOURCES, INC.",Without resolved,"proposal will be approved on an advisory basis if it receives the affirmative vote of a majority of ",nt to a vote against this proposal.the board of directors recommends that you vote for this proposal,0
10,edgar/data/1108827/0001108827-16-000064.txt,2016-04-01,1108827,DEF 14A,"QEP RESOURCES, INC.",Without resolved,proposal but were concerned this standard would leave qep more vulnerable to a single shareholder or,directors recommends that you vote for item no. 4.57table of contentsitem no. 5 shareholder proposal,0
10,edgar/data/1108827/0001108827-16-000064.txt,2016-04-01,1108827,DEF 14A,"QEP RESOURCES, INC.",Without resolved,proposals with item no. 4 in this proxy statement being just one of several examples of this respons," denver, colorado 80265, or call 303 672 6900 to make a request.shareholder nominations and proposal",0
12,edgar/data/1122304/0001193125-16-535359.txt,2016-04-08,1122304,DEF 14A,AETNA INC /PA/,With resolved,proposal at the annual meeting. the proposal is included in this proxy statement pursuant to the rul," proposal if it is introduced at the 2016 annual meeting and recommends a vote against this proposal",0
12,edgar/data/1128928/0001193125-16-541434.txt,2016-04-14,1128928,DEF 14A,FLOWERS FOODS INC,With resolved,proposals requires the affirmative vote of the holders of at least a majority of the shares of our c,position of proposal iv the board of directors unanimously recommends that you vote against proposal,0
11,edgar/data/1156039/0001193125-16-527926.txt,2016-04-01,1156039,DEF 14A,"Anthem, Inc.",Without resolved,proposal set forth in the accompanying proxy statement. to transact such other business as may prope,r advisory vote to approve the compensation of our named executive officers for shareholder proposal,0
11,edgar/data/1156039/0001193125-16-527926.txt,2016-04-01,1156039,DEF 14A,"Anthem, Inc.",Without resolved,proposal no. 4 shareholder proposal on lobbying disclosure we have been informed that the sisters of," disclosure continued the board of directors recommends that shareholders vote against this proposal",0
11,edgar/data/1156039/0001193125-16-527926.txt,2016-04-01,1156039,DEF 14A,"Anthem, Inc.",Without resolved,"proposal is unnecessary and not in the best interests of the company or its shareholders because we ","s. recommendation for the reasons described above, the board recommends a vote against this proposal",0
11,edgar/data/1156039/0001193125-16-527926.txt,2016-04-01,1156039,DEF 14A,"Anthem, Inc.",Without resolved,proposals and nominations our by laws also establish an advance notice procedure relating to directo,"1a lewis hay, iii 1b george a. schaefer, jr. 1c joseph r. swedish 1d elizabeth e. tallett b proposal",0
11,edgar/data/1156039/0001193125-16-527926.txt,2016-04-01,1156039,DEF 14A,"Anthem, Inc.",Without resolved,proposals 2 and 3. for against abstain 2. to ratify the appointment of ernst young llp as the indepe," our named executive officers. c proposals the board of directors recommends a vote against proposal",0
9,edgar/data/1166691/0001193125-16-535136.txt,2016-04-08,1166691,DEF 14A,COMCAST CORP,Without resolved,proposals we received the following shareholder proposals. the proponent of each proposal has repres," statement. following each proposal, we explain why our board recommends a vote against the proposal",0
9,edgar/data/1166691/0001193125-16-535136.txt,2016-04-08,1166691,DEF 14A,COMCAST CORP,Without resolved,"proposal, which reinforces that any shareholder interested in obtaining such information may readily","rs. for these reasons, our board unanimously recommends that shareholders vote against this proposal",0
9,edgar/data/1166691/0001193125-16-535136.txt,2016-04-08,1166691,DEF 14A,COMCAST CORP,Without resolved,proposal is in the best interests of our company and shareholders for the reasons set forth below. w,"ol. for these reasons, our board unanimously recommends that shareholders vote against this proposal",0
9,edgar/data/1166691/0001193125-16-535136.txt,2016-04-08,1166691,DEF 14A,COMCAST CORP,Without resolved,"proposal 9 47 table of contents company response to shareholder proposal our board believes that we ","rs. for these reasons, our board unanimously recommends that shareholders vote against this proposal",0
9,edgar/data/1166691/0001193125-16-535136.txt,2016-04-08,1166691,DEF 14A,COMCAST CORP,Without resolved,"proposal 10 company response to shareholder proposal along with the respected and stable leadership ","ny. for these reasons, our board unanimously recommends that shareholders vote against this proposal",0
9,edgar/data/1166691/0001193125-16-535136.txt,2016-04-08,1166691,DEF 14A,COMCAST CORP,Without resolved,proposals the board of directors recommends a vote for all the nominees listed in proposal 1: 1. ele," gerald l. hassell b shareholder proposals the board of directors recommends a vote against proposal",0
12,edgar/data/1170010/0001170010-16-000130.txt,2016-05-06,1170010,DEF 14A,CARMAX INC,With resolved,"proposal and the supporting statement, including sources referenced in the supporting statement. the",t interests of carmax or its shareholders and recommends that shareholders vote against the proposal,0
8,edgar/data/1260968/0001193125-16-569588.txt,2016-04-29,1260968,DEF 14A,MARLIN BUSINESS SERVICES CORP,With resolved,"proposal, reproduced as submitted to us other than minor formatting changes. the board supports the ",hareholder proposal and therefore recommends that the shareholders vote for the shareholder proposal,0
6,edgar/data/1319947/0001319947-16-000056.txt,2016-04-20,1319947,DEF 14A,DSW Inc.,Without resolved,proposal 2 advisory vote on the compensation paid to named executive officersat the company s 2011 a,e approval of the resolution relating to the compensation of our named executive officers.43proposal,0
6,edgar/data/1319947/0001319947-16-000056.txt,2016-04-20,1319947,DEF 14A,DSW Inc.,Without resolved,proposals pursuant to rule 14a 8in order to be considered for inclusion in the proxy statement distr,_______________________________. the board of directors recommends a vote for the following proposal,0
7,edgar/data/1362468/0001362468-16-000064.txt,2016-05-12,1362468,DEF 14A,Allegiant Travel CO,With resolved,proposal was made has advised us it plans to present the following proposal at our annual meeting. t," proposal if it is introduced at the 2016 annual meeting and recommends a vote against this proposal",0
8,edgar/data/1467858/0001308179-16-000367.txt,2016-04-22,1467858,DEF 14A,General Motors Co,Without resolved,proposal. the compensation committee has approved the compensation arrangements for our named execut,ented and voted on this proposal. the board of directors recommends a vote for the advisory proposal,0
8,edgar/data/1467858/0001308179-16-000367.txt,2016-04-22,1467858,DEF 14A,General Motors Co,Without resolved,proposal regarding implementation of holy land principles for employment in palestine israel holy la," contents the board of directors recommends a vote against the adoption of this shareholder proposal",0
8,edgar/data/1467858/0001308179-16-000367.txt,2016-04-22,1467858,DEF 14A,General Motors Co,Without resolved,"proposal s objective and, therefore, the adoption of the proposal is unnecessary. the board of direc",p as the company s independent registered public accounting firm for 2016 for 4 shareholder proposal,0
12,edgar/data/1473078/0001193125-16-538706.txt,2016-04-12,1473078,DEF 14A,Chesapeake Lodging Trust,Without resolved,proposal 1 ; to ratify the appointment of ernst young llp as the trust s independent registered publ,n the proxy card or voting instruction form as follows: for each of the trustee nominees in proposal,0
12,edgar/data/1473078/0001193125-16-538706.txt,2016-04-12,1473078,DEF 14A,Chesapeake Lodging Trust,Without resolved,proposal 1 election of trustees 10 nominees for trustee 10 trustee qualifications 10 proposal 2 rati,vote as follows: for election of seven trustee nominees nominated by the board and named in proposal,0
12,edgar/data/1473078/0001193125-16-538706.txt,2016-04-12,1473078,DEF 14A,Chesapeake Lodging Trust,Without resolved,"proposals 1, 3, 4 and 5, which are non routine matters. as a result, your failure to provide these i",areholders. ratification of independent registered public accounting firm. approval of this proposal,0
12,edgar/data/1473078/0001193125-16-538706.txt,2016-04-12,1473078,DEF 14A,Chesapeake Lodging Trust,Without resolved,proposal 2 ratification of independent registered public accountants the audit committee of the boar,"ees, audit related fees or tax fees. the board of trustees recommends that you vote for the proposal",0
12,edgar/data/1473078/0001193125-16-538706.txt,2016-04-12,1473078,DEF 14A,Chesapeake Lodging Trust,Without resolved,proposal 3 non binding advisory vote to approve executive compensation as required by the dodd frank,lution to approve our executive compensation programs as described in this proxy statement. proposal,0
12,edgar/data/1473078/0001193125-16-538706.txt,2016-04-12,1473078,DEF 14A,Chesapeake Lodging Trust,Without resolved,"proposal, and three of the union s other four proposals, at the contested 2015 annual meeting, reinf",he approval of the charter amendment to permit shareholders to amend our bylaws pursuant to proposal,0
12,edgar/data/1473078/0001193125-16-538706.txt,2016-04-12,1473078,DEF 14A,Chesapeake Lodging Trust,Without resolved,"proposal 5 unite here, 275 7th ave., new york, new york 10001, a labor union that represents employe",y implemented by approval of proposal 4 and therefore unanimously recommends a vote against proposal,0
12,edgar/data/1473078/0001193125-16-538706.txt,2016-04-12,1473078,DEF 14A,Chesapeake Lodging Trust,Without resolved,"proposal is to be considered. as used in this section 10.4, the term minimum amount means 0.015 of t","d. i n the board of trustees recommends that you vote for each of the trustee nominees, for proposal",0
10,edgar/data/1474098/0001193125-16-566350.txt,2016-04-29,1474098,DEF 14A,Pebblebrook Hotel Trust,Without resolved,"proposal 2. the nyse has stated that the uncontested election of trustees is no longer considered a "," trustees may recommend. the board of trustees recommends that you vote for all nominees in proposal",0
10,edgar/data/1474098/0001193125-16-566350.txt,2016-04-29,1474098,DEF 14A,Pebblebrook Hotel Trust,Without resolved,proposal 2: ratification of appointment of independent registered public accountants the audit commi,endence from management and the company. the board of trustees recommends that you vote for proposal,0
10,edgar/data/1474098/0001193125-16-566350.txt,2016-04-29,1474098,DEF 14A,Pebblebrook Hotel Trust,Without resolved,"proposal 1: election of trustees sound corporate governance practices compensation clawback policy. ",cquired under an incentive share option. the board of trustees recommends that you vote for proposal,0
10,edgar/data/1474098/0001193125-16-566350.txt,2016-04-29,1474098,DEF 14A,Pebblebrook Hotel Trust,Without resolved,proposal 5: non binding shareholder proposal from the union regarding shareholder amendment of our b," to the board of trustees. the board of trustees recommends that you vote against the union proposal",0
10,edgar/data/1474098/0001193125-16-566350.txt,2016-04-29,1474098,DEF 14A,Pebblebrook Hotel Trust,Without resolved,"proposal will help shareholders be able to efficiently pursue corporate governance reforms, the supp",propose bylaws amendments. the board of trustees recommends that you vote against the union proposal,0
10,edgar/data/1474098/0001193125-16-566350.txt,2016-04-29,1474098,DEF 14A,Pebblebrook Hotel Trust,Without resolved,"proposals shareholder proposals intended to be presented at the 2017 annual meeting of shareholders "," j. schall 06 earl e. webb 07 laura h. wright the board of trustees recommends you vote for proposal",0
10,edgar/data/1518715/0001518715-16-000247.txt,2016-04-22,1518715,DEF 14A,"HomeStreet, Inc.",With resolved,"proposal was submitted, has notified the company of its intent to present the following proposal and",oregoing resolution.the board of directors recommends shareholders vote for the shareholder proposal,0
12,edgar/data/1520006/0001193125-16-563736.txt,2016-04-28,1520006,DEF 14A,Matador Resources Co,With resolved,proposal provides shareholders the opportunity to endorse or not endorse the company s executive com,of directors recommends that you vote for approval of this resolution. 36 table of contents proposal,0
12,edgar/data/1520006/0001193125-16-563736.txt,2016-04-28,1520006,DEF 14A,Matador Resources Co,With resolved,proposal promptly upon receipt of an oral or written request. requests should be submitted to matado,"lders. for the reasons discussed below, the board recommends a vote against the shareholder proposal",0
8,edgar/data/1535929/0001193125-16-537305.txt,2016-04-11,1535929,DEF 14A,"Voya Financial, Inc.",Without resolved,proposal to report on investments in companies tied to genocide transaction of such other business a,any s independent registered public accounting firm for 2016 for approval 72 6. shareholder proposal,0
8,edgar/data/1535929/0001193125-16-537305.txt,2016-04-11,1535929,DEF 14A,"Voya Financial, Inc.",Without resolved,"proposal agenda item 6: proposal to report on investments in companies tied to genocide mr. william ",tion: our board of directors unanimously recommends that the stockholders vote against this proposal,0
8,edgar/data/1535929/0001193125-16-537305.txt,2016-04-11,1535929,DEF 14A,"Voya Financial, Inc.",Without resolved,"proposal, if implemented, would create a conflict of interest for our investment advisor subsidiarie","ment management process. accordingly, the board of directors recommends a vote against this proposal",0
10,edgar/data/1593538/0001193125-16-542452.txt,2016-04-15,1593538,DEF 14A,NAVIENT CORP,Without resolved,proposals 11 proposal 1 election of directors 12 corporate governance 21 role and responsibilities o,vote to approve the compensation paid to our named executive officers for 43 4. shareholder proposal,0
10,edgar/data/1593538/0001193125-16-542452.txt,2016-04-15,1593538,DEF 14A,NAVIENT CORP,Without resolved,proposal 2 on the proxy card relating to the ratification of the independent registered public accou,ommended that shareholders vote: for the election of each of the director nominees named in proposal,0
10,edgar/data/1593538/0001193125-16-542452.txt,2016-04-15,1593538,DEF 14A,NAVIENT CORP,Without resolved,"proposal as the nation s largest loan management, servicing and asset recovery company, navient is c",cial to our shareholders. the board of directors unanimously recommends a vote against this proposal,0
10,edgar/data/1593538/0001193125-16-542452.txt,2016-04-15,1593538,DEF 14A,NAVIENT CORP,Without resolved,"proposal included in the company s proxy statement pursuant to rule 14a 8. navient s bylaws provide ",and dated. navient corporation the board of directors recommends you vote for the following proposal,0
7,edgar/data/1618755/0001193125-16-569545.txt,2016-04-29,1618755,DEF 14A,Restaurant Brands International Limited Partnership,Without resolved,"proposal 2 proposal 2 advisory vote on executive compensation as required by sec rules, we are askin",ve officers. page 54 2016 proxy statement restaurant brands international table of contents proposal,0
7,edgar/data/1618755/0001193125-16-569545.txt,2016-04-29,1618755,DEF 14A,Restaurant Brands International Limited Partnership,Without resolved,proposal 3 audit committee report the audit committee oversees the accounting and financial reportin,hareholders. page 57 2016 proxy statement restaurant brands international table of contents proposal,0
7,edgar/data/1618755/0001193125-16-569545.txt,2016-04-29,1618755,DEF 14A,Restaurant Brands International Limited Partnership,Without resolved,"proposal 4 the 2014 omnibus plan pursuant to which 8,848,635 common shares are issuable, representin",mnibus plan. page 67 2016 proxy statement restaurant brands international table of contents proposal,0
7,edgar/data/1618755/0001193125-16-569545.txt,2016-04-29,1618755,DEF 14A,Restaurant Brands International Limited Partnership,Without resolved,proposals set forth below and all other matters that may properly come before the annual and special,nd at any adjournment or postponement thereof. the board of directors recommends a vote for proposal,0
7,edgar/data/1618756/0001193125-16-569545.txt,2016-04-29,1618756,DEF 14A,Restaurant Brands International Inc.,Without resolved,"proposal 2 proposal 2 advisory vote on executive compensation as required by sec rules, we are askin",ve officers. page 54 2016 proxy statement restaurant brands international table of contents proposal,0
7,edgar/data/1618756/0001193125-16-569545.txt,2016-04-29,1618756,DEF 14A,Restaurant Brands International Inc.,Without resolved,proposal 3 audit committee report the audit committee oversees the accounting and financial reportin,hareholders. page 57 2016 proxy statement restaurant brands international table of contents proposal,0
7,edgar/data/1618756/0001193125-16-569545.txt,2016-04-29,1618756,DEF 14A,Restaurant Brands International Inc.,Without resolved,"proposal 4 the 2014 omnibus plan pursuant to which 8,848,635 common shares are issuable, representin",mnibus plan. page 67 2016 proxy statement restaurant brands international table of contents proposal,0
7,edgar/data/1618756/0001193125-16-569545.txt,2016-04-29,1618756,DEF 14A,Restaurant Brands International Inc.,Without resolved,proposals set forth below and all other matters that may properly come before the annual and special,nd at any adjournment or postponement thereof. the board of directors recommends a vote for proposal,0
10,edgar/data/18926/0001193125-16-530742.txt,2016-04-05,18926,DEF 14A,"CENTURYLINK, INC",With resolved,proposal and has furnished the following statement in support of the proposal . we take no responsib,rge shareholders to vote for this proposal. the board recommends that you vote against this proposal,0
10,edgar/data/29989/0000891092-16-014167.txt,2016-04-14,29989,DEF 14A,OMNICOM GROUP INC.,With resolved,"proposal for the consideration of shareholders at the 2016 annual meeting, the text of which reads a"," commitment to diversity. accordingly, the board unanimously recommends a vote against this proposal",6
7,edgar/data/30625/0001308179-16-000324.txt,2016-04-08,30625,DEF 14A,FLOWSERVE CORP,With resolved,"proposal. if properly presented at the annual meeting, your board unanimously recommends a vote agai",a meaningful and appropriate proxy access right. the board recommends that you vote against proposal,0
12,edgar/data/310158/0001308179-16-000336.txt,2016-04-11,310158,DEF 14A,"Merck & Co., Inc.",With resolved,proposal 4. shareholder proposal concerning shareholders right to act by written consent william ste,olders in a fair and balanced manner. the board of directors recommends a vote against this proposal,0
9,edgar/data/313616/0001193125-16-526835.txt,2016-04-01,313616,DEF 14A,DANAHER CORP /DE/,With resolved,proposal 4 shareholder proposal requesting that danaher issue report disclosing political expenditur,rs: the board of directors of danaher unanimously recommends that shareholders vote against proposal,0
9,edgar/data/313616/0001193125-16-526835.txt,2016-04-01,313616,DEF 14A,DANAHER CORP /DE/,With resolved,"proposal for consideration at the annual meeting. the name, address and number of shares held by suc",mpany s statement in opposition the board recommends that you vote against this shareholder proposal,0
7,edgar/data/34088/0001193125-16-539460.txt,2016-04-13,34088,DEF 14A,EXXON MOBIL CORP,With resolved,"proposal was submitted by the ellen m. higgins trust 1959, 111 commercial street, suite 302, portlan",o is chosen. we urge a vote for this resolution. the board recommends you vote against this proposal,0
7,edgar/data/34088/0001193125-16-539460.txt,2016-04-13,34088,DEF 14A,EXXON MOBIL CORP,With resolved,"proposal was submitted by the new york city employees retirement system, the new york city fire depa"," we urge shareholders to vote for this proposal. the board recommends you vote against this proposal",0
7,edgar/data/34088/0001193125-16-539460.txt,2016-04-13,34088,DEF 14A,EXXON MOBIL CORP,With resolved,"proposal in light of the company s ongoing engagement, it believes, for the reasons discussed above,",g attraction and retention of top female talent. the board recommends you vote against this proposal,0
7,edgar/data/34088/0001193125-16-539460.txt,2016-04-13,34088,DEF 14A,EXXON MOBIL CORP,With resolved,"proposal was submitted by united steelworkers, five gateway center, pittsburgh, pa 15222, the benefi"," conocophillips, occidental petroleum and shell. the board recommends you vote against this proposal",0
7,edgar/data/34088/0001193125-16-539460.txt,2016-04-13,34088,DEF 14A,EXXON MOBIL CORP,With resolved,"proposal was submitted by the new york state common retirement fund, 59 maiden lane 30th floor, new ","nge policies, including in a 2 degrees scenario. the board recommends you vote against this proposal",0
9,edgar/data/352915/0001193125-16-532933.txt,2016-04-07,352915,DEF 14A,UNIVERSAL HEALTH SERVICES INC,With resolved,"proposal have provided the proposal and supporting statement, which is set forth below. the board op",tion to stockholder proposal our board of directors recommends a vote against the foregoing proposal,0
13,edgar/data/354950/0001193125-16-529376.txt,2016-04-04,354950,DEF 14A,HOME DEPOT INC,With resolved,"proposal at the meeting. the company is not responsible for the accuracy or content of the proposal,",ng special shareholder meetings the board recommends that you vote against this shareholder proposal,0
6,edgar/data/37808/0001193125-16-526895.txt,2016-04-01,37808,DEF 14A,FNB CORP/FL/,Without resolved,proposal 2. advisory resolution on executive compensation 75 why you should approve our executive co,d in this proxy statement for a term of one year and until the election of their successors proposal,0
6,edgar/data/37808/0001193125-16-526895.txt,2016-04-01,37808,DEF 14A,FNB CORP/FL/,Without resolved,"proposals and nominations for the 2017 annual meeting . at least annually, in consultation with the ",dentified in the above table as our board of directors candidates for election as directors proposal,1
6,edgar/data/37808/0001193125-16-526895.txt,2016-04-01,37808,DEF 14A,FNB CORP/FL/,Without resolved,"proposal 2 to approve the compensation of our named executive officers proposal 2 on the proxy card ",to us for the calendar years 2014 and 2015. the board recommends that shareholders vote for proposal,0
6,edgar/data/37808/0001193125-16-526895.txt,2016-04-01,37808,DEF 14A,FNB CORP/FL/,Without resolved,proposal 4. f.n.b. reincorporation from the state of florida to the commonwealth of pennsylvania ove,directors unanimously recommends that shareholders vote for approval of the reincorporation proposal,0
6,edgar/data/37808/0001193125-16-526895.txt,2016-04-01,37808,DEF 14A,FNB CORP/FL/,Without resolved,proposal; and obtaining a more favorable offer from another individual or entity. other constituency,fnb penn following the reincorporation. the board of directors recommends that you vote for proposal,0
11,edgar/data/51644/0001193125-16-535097.txt,2016-04-08,51644,DEF 14A,"INTERPUBLIC GROUP OF COMPANIES, INC.",With resolved,"proposal for a vote, then the proposal will be voted on at the annual meeting of shareholders. inter",t in the company s corporate governance. the board therefore recommends a vote against this proposal,0
8,edgar/data/54507/0001193125-16-527861.txt,2016-04-01,54507,DEF 14A,WESTAR ENERGY INC /KS,Without resolved,proposal the board of directors opposes this shareholder proposal and recommends a vote against it f,city generation resources. the board of directors recommends a vote against the shareholder proposal,0
8,edgar/data/54507/0001193125-16-527861.txt,2016-04-01,54507,DEF 14A,WESTAR ENERGY INC /KS,Without resolved,proposal requiring a report on our strategies surrounding distributed generation and such other busi,ds a vote for the three nominees listed below. the board of directors recommends a vote for proposal,0
8,edgar/data/56873/0001206774-16-005931.txt,2016-05-12,56873,DEF 14A,KROGER CO,With resolved,"proposal we have been notified by nine shareholders, the names and shareholdings of which will be fu",holders to vote for this proposal. 57 the board of directors recommends a vote against this proposal,0
8,edgar/data/56873/0001206774-16-005931.txt,2016-05-12,56873,DEF 14A,KROGER CO,With resolved,"proposal. 61 item no. 7 shareholder proposal we have been notified by one shareholder, the name and ",d the substitution hypothesis.html 62 the board of directors recommends a vote against this proposal,0
8,edgar/data/59558/0001193125-16-541740.txt,2016-04-15,59558,DEF 14A,LINCOLN NATIONAL CORP,With resolved,proposal proposal 4 on the proxy card and voting instruction card to be presented by a shareholder a," of our shareholders. consequently, the board recommends that shareholders vote against the proposal",0
10,edgar/data/60667/0001193125-16-536350.txt,2016-04-11,60667,DEF 14A,LOWES COMPANIES INC,Without resolved,"proposals, if properly presented; and 6. to transact such other business as may properly come before","oard of directors recommends a vote for items 1, 2, 3 and 4 and against the two shareholder proposal",0
10,edgar/data/60667/0001193125-16-536350.txt,2016-04-11,60667,DEF 14A,LOWES COMPANIES INC,Without resolved,"proposal 2: approval of the lowe s companies, inc. 2016 annual incentive plan 53 proposal 3: advisor",ny s independent registered public accounting firm for fiscal 2016; against the shareholder proposal,0
10,edgar/data/60667/0001193125-16-536350.txt,2016-04-11,60667,DEF 14A,LOWES COMPANIES INC,Without resolved,proposal 3: advisory vote to approve named executive officer compensation as required by section 14a,a contrary choice. 56 table of contents lowe s notice of annual meeting and proxy statement proposal,0
10,edgar/data/60667/0001193125-16-536350.txt,2016-04-11,60667,DEF 14A,LOWES COMPANIES INC,Without resolved,proposal. lowe s is committed to building a better company by reducing the environmental impact of o,pany or its shareholders. the board of directors recommends a vote against this shareholder proposal,0
10,edgar/data/60667/0001193125-16-536350.txt,2016-04-11,60667,DEF 14A,LOWES COMPANIES INC,Without resolved,"proposal 6 lowe s board of directors statement opposing this shareholder proposal. in march 2016, th"," proposal is unnecessary. the board of directors recommends a vote against this shareholder proposal",1
